"Step","Conv-Plain-56Layers - gradients/layer3.0.conv1.weight"
"797","{""_type"":""histogram"",""values"":[3,1,1,6,2,5,18,12,12,33,24,50,38,64,73,88,134,166,170,212,268,317,408,486,608,736,866,945,1092,1240,1231,1226,1169,1083,961,841,716,584,473,403,351,284,230,191,140,109,106,56,47,34,24,23,21,13,11,5,1,6,4,1,1,2,2,5],""bins"":[-0.00538199907168746,-0.005207139591220766,-0.005032280110754073,-0.004857420630287379,-0.004682561149820685,-0.004507701669353992,-0.004332842188887298,-0.0041579827084206045,-0.003983123227953911,-0.003808263747487217,-0.0036334042670205235,-0.00345854478655383,-0.0032836853060871363,-0.0031088258256204426,-0.002933966345153749,-0.0027591068646870553,-0.0025842473842203617,-0.002409387903753668,-0.0022345284232869744,-0.002059668942820281,-0.0018848094623535872,-0.0017099499818868935,-0.0015350905014201999,-0.0013602310209535062,-0.0011853715404868126,-0.001010512060020119,-0.0008356525795534253,-0.0006607930990867317,-0.00048593361862003803,-0.0003110741381533444,-0.00013621465768665075,0.00003864482278004289,0.00021350430324673653,0.00038836378371343017,0.0005632232641801238,0.0007380827446468174,0.0009129422251135111,0.0010878017055802047,0.0012626611860468984,0.001437520666513592,0.0016123801469802856,0.0017872396274469793,0.001962099107913673,0.0021369585883803666,0.00231181806884706,0.002486677549313754,0.0026615370297804475,0.002836396510247141,0.0030112559907138348,0.0031861154711805284,0.003360974951647222,0.0035358344321139157,0.0037106939125806093,0.003885553393047303,0.004060412873513997,0.00423527235398069,0.004410131834447384,0.0045849913149140775,0.004759850795380771,0.004934710275847465,0.0051095697563141584,0.005284429236780852,0.005459288717247546,0.005634148197714239,0.005809007678180933]}"
"806","{""_type"":""histogram"",""values"":[1,0,1,0,0,1,0,2,3,1,3,1,5,4,5,18,21,24,31,51,45,92,104,140,209,252,385,588,874,1217,1701,2020,2143,2097,1641,1318,973,730,487,349,256,188,125,90,64,50,28,18,16,16,10,11,5,2,3,3,2,1,3,1,0,0,2,1],""bins"":[-0.007655052002519369,-0.007420001849823166,-0.007184951697126962,-0.006949901544430759,-0.006714851391734555,-0.006479801239038352,-0.0062447510863421485,-0.006009700933645945,-0.005774650780949742,-0.005539600628253538,-0.005304550475557335,-0.005069500322861131,-0.004834450170164928,-0.004599400017468724,-0.004364349864772521,-0.0041292997120763175,-0.003894249559380114,-0.0036591994066839106,-0.003424149253987707,-0.0031890991012915038,-0.0029540489485953003,-0.002718998795899097,-0.0024839486432028934,-0.00224889849050669,-0.0020138483378104866,-0.0017787981851142831,-0.0015437480324180797,-0.0013086978797218762,-0.0010736477270256728,-0.0008385975743294694,-0.0006035474216332659,-0.00036849726893706247,-0.00013344711624085903,0.00010160303645534441,0.00033665318915154785,0.0005717033418477513,0.0008067534945439547,0.0010418036472401582,0.0012768537999363616,0.001511903952632565,0.0017469541053287685,0.001982004258024972,0.0022170544107211754,0.002452104563417379,0.0026871547161135823,0.0029222048688097857,0.003157255021505989,0.0033923051742021926,0.003627355326898396,0.0038624054795945995,0.004097455632290803,0.004332505784987006,0.00456755593768321,0.004802606090379413,0.005037656243075617,0.00527270639577182,0.0055077565484680235,0.005742806701164227,0.00597785685386043,0.006212907006556634,0.006447957159252837,0.006683007311949041,0.006918057464645244,0.007153107617341448,0.007388157770037651]}"
"815","{""values"":[2,0,2,4,4,5,3,3,3,14,5,13,19,23,37,35,49,64,85,120,137,202,291,362,520,626,814,1008,1199,1420,1487,1574,1516,1385,1186,1009,751,635,457,373,231,197,160,100,75,60,41,30,26,16,17,10,8,2,5,6,1,1,0,0,1,0,1,2],""_type"":""histogram"",""bins"":[-0.005570490378886461,-0.00539434883830836,-0.00521820729773026,-0.005042065757152159,-0.004865924216574058,-0.004689782675995957,-0.004513641135417856,-0.0043374995948397554,-0.004161358054261655,-0.003985216513683554,-0.003809074973105453,-0.003632933432527352,-0.0034567918919492513,-0.0032806503513711505,-0.0031045088107930496,-0.002928367270214949,-0.002752225729636848,-0.002576084189058747,-0.0023999426484806463,-0.0022238011079025455,-0.0020476595673244447,-0.0018715180267463438,-0.001695376486168243,-0.0015192349455901422,-0.0013430934050120413,-0.0011669518644339405,-0.0009908103238558397,-0.0008146687832777388,-0.000638527242699638,-0.0004623857021215372,-0.00028624416154343635,-0.00011010262096533552,0.00006603891961276531,0.00024218046019086614,0.00041832200076896697,0.0005944635413470678,0.0007706050819251686,0.0009467466225032695,0.0011228881630813703,0.0012990297036594711,0.001475171244237572,0.0016513127848156728,0.0018274543253937736,0.0020035958659718744,0.0021797374065499753,0.002355878947128076,0.002532020487706177,0.0027081620282842778,0.0028843035688623786,0.0030604451094404794,0.0032365866500185803,0.003412728190596681,0.003588869731174782,0.0037650112717528827,0.003941152812330984,0.004117294352909084,0.004293435893487185,0.004469577434065286,0.004645718974643387,0.004821860515221488,0.0049980020557995886,0.005174143596377689,0.00535028513695579,0.005526426677533891,0.005702568218111992]}"
"824","{""_type"":""histogram"",""values"":[1,1,2,1,1,0,2,2,3,3,6,2,10,18,26,36,52,59,70,114,164,238,373,486,670,914,1149,1513,1664,1857,1779,1586,1402,1104,854,653,490,323,261,139,122,73,50,52,37,18,19,12,5,5,7,1,0,0,1,0,1,0,0,0,0,0,0,1],""bins"":[-0.008265024982392788,-0.007988954821485095,-0.0077128846605774015,-0.007436814499669708,-0.007160744338762015,-0.006884674177854322,-0.006608604016946629,-0.0063325338560389355,-0.006056463695131242,-0.005780393534223549,-0.005504323373315856,-0.005228253212408163,-0.0049521830515004694,-0.004676112890592776,-0.004400042729685083,-0.00412397256877739,-0.0038479024078696966,-0.0035718322469620034,-0.00329576208605431,-0.003019691925146617,-0.002743621764238924,-0.0024675516033312306,-0.0021914814424235374,-0.0019154112815158442,-0.001639341120608151,-0.0013632709597004578,-0.0010872007987927645,-0.0008111306378850713,-0.0005350604769773781,-0.0002589903160696849,0.000017079844838008285,0.0002931500057457015,0.0005692201666533947,0.0008452903275610879,0.0011213604884687811,0.0013974306493764743,0.0016735008102841675,0.0019495709711918607,0.002225641132099554,0.002501711293007247,0.0027777814539149404,0.0030538516148226336,0.0033299217757303268,0.00360599193663802,0.003882062097545713,0.004158132258453406,0.0044342024193611,0.004710272580268793,0.004986342741176486,0.005262412902084179,0.005538483062991872,0.005814553223899566,0.006090623384807259,0.006366693545714952,0.006642763706622645,0.0069188338675303385,0.007194904028438032,0.007470974189345725,0.007747044350253418,0.008023114511161111,0.008299184672068805,0.008575254832976498,0.008851324993884191,0.009127395154791884,0.009403465315699577]}"
"834","{""_type"":""histogram"",""values"":[1,0,1,1,7,3,8,8,15,17,27,34,43,83,98,131,185,252,356,492,665,918,1127,1474,1785,1996,1958,1802,1350,980,720,503,399,289,165,155,100,78,49,33,35,23,16,11,8,9,6,4,2,0,1,3,2,2,0,0,1,0,0,0,0,0,0,1],""bins"":[-0.005582884419709444,-0.005368417194404174,-0.005153949969098903,-0.004939482743793633,-0.004725015518488362,-0.004510548293183092,-0.004296081067877822,-0.004081613842572551,-0.003867146617267281,-0.0036526793919620104,-0.00343821216665674,-0.0032237449413514696,-0.003009277716046199,-0.002794810490740929,-0.0025803432654356584,-0.002365876040130388,-0.0021514088148251176,-0.0019369415895198472,-0.0017224743642145768,-0.0015080071389093064,-0.001293539913604036,-0.0010790726882987656,-0.0008646054629934952,-0.0006501382376882248,-0.00043567101238295436,-0.00022120378707768396,-0.000006736561772413552,0.00020773066353285685,0.00042219788883812726,0.0006366651141433977,0.0008511323394486681,0.0010655995647539385,0.0012800667900592089,0.0014945340153644793,0.0017090012406697497,0.00192346846597502,0.0021379356912802905,0.002352402916585561,0.0025668701418908313,0.0027813373671961017,0.002995804592501372,0.0032102718178066425,0.003424739043111913,0.0036392062684171833,0.0038536734937224537,0.004068140719027724,0.0042826079443329945,0.004497075169638265,0.004711542394943535,0.004926009620248806,0.005140476845554076,0.0053549440708593465,0.005569411296164617,0.005783878521469887,0.005998345746775158,0.006212812972080428,0.0064272801973856986,0.006641747422690969,0.006856214647996239,0.00707068187330151,0.00728514909860678,0.007499616323912051,0.007714083549217321,0.007928550774522591,0.008143017999827862]}"
"844","{""values"":[3,1,1,0,1,3,7,5,10,16,14,23,32,54,59,96,114,147,208,335,452,591,783,1068,1297,1629,1786,1835,1747,1478,1210,914,680,490,374,257,196,134,109,70,59,36,32,19,15,13,7,5,6,1,2,2,1,2,2,0,0,0,0,0,0,0,0,1],""_type"":""histogram"",""bins"":[-0.005057177972048521,-0.00487129577959422,-0.004685413587139919,-0.004499531394685619,-0.004313649202231318,-0.004127767009777017,-0.003941884817322716,-0.0037560026248684153,-0.0035701204324141145,-0.0033842382399598137,-0.003198356047505513,-0.003012473855051212,-0.002826591662596911,-0.0026407094701426104,-0.0024548272776883096,-0.0022689450852340087,-0.002083062892779708,-0.001897180700325407,-0.0017112985078711063,-0.0015254163154168054,-0.0013395341229625046,-0.0011536519305082038,-0.000967769738053903,-0.0007818875455996022,-0.0005960053531453013,-0.0004101231606910005,-0.0002242409682366997,-0.00003835877578239888,0.00014752341667190194,0.00033340560912620276,0.0005192878015805036,0.0007051699940348044,0.0008910521864891052,0.001076934378943406,0.0012628165713977069,0.0014486987638520077,0.0016345809563063085,0.0018204631487606093,0.00200634534121491,0.002192227533669211,0.002378109726123512,0.0025639919185778126,0.0027498741110321134,0.0029357563034864143,0.003121638495940715,0.003307520688395016,0.0034934028808493167,0.0036792850733036175,0.0038651672657579184,0.004051049458212219,0.00423693165066652,0.004422813843120821,0.004608696035575122,0.0047945782280294225,0.004980460420483723,0.005166342612938024,0.005352224805392325,0.005538106997846626,0.0057239891903009266,0.005909871382755227,0.006095753575209528,0.006281635767663829,0.00646751796011813,0.006653400152572431,0.0068392823450267315]}"
"853","{""values"":[1,1,3,4,3,4,2,2,4,4,12,10,15,17,36,38,46,63,86,117,150,221,263,350,384,531,624,752,885,1109,1216,1255,1371,1306,1187,1144,969,787,669,591,459,379,321,221,184,150,111,97,58,53,36,30,25,20,21,11,4,9,3,2,4,1,0,1],""_type"":""histogram"",""bins"":[-0.005219250451773405,-0.005059406415966805,-0.004899562380160205,-0.004739718344353605,-0.004579874308547005,-0.004420030272740405,-0.004260186236933805,-0.004100342201127205,-0.003940498165320605,-0.003780654129514005,-0.003620810093707405,-0.003460966057900805,-0.003301122022094205,-0.003141277986287605,-0.002981433950481005,-0.002821589914674405,-0.002661745878867805,-0.002501901843061205,-0.002342057807254605,-0.002182213771448005,-0.002022369735641405,-0.001862525699834805,-0.001702681664028205,-0.001542837628221605,-0.001382993592415005,-0.001223149556608405,-0.001063305520801805,-0.000903461484995205,-0.000743617449188605,-0.000583773413382005,-0.00042392937757540494,-0.00026408534176880494,-0.00010424130596220493,0.00005560272984439507,0.00021544676565099508,0.0003752908014575951,0.0005351348372641951,0.0006949788730707951,0.0008548229088773951,0.001014666944683995,0.001174510980490595,0.001334355016297195,0.0014941990521037951,0.0016540430879103951,0.0018138871237169951,0.001973731159523595,0.002133575195330195,0.002293419231136795,0.002453263266943395,0.002613107302749995,0.002772951338556595,0.002932795374363195,0.003092639410169795,0.003252483445976395,0.003412327481782995,0.003572171517589595,0.003732015553396195,0.003891859589202795,0.004051703625009395,0.004211547660815995,0.004371391696622595,0.004531235732429195,0.004691079768235795,0.004850923804042395,0.005010767839848995]}"
"863","{""_type"":""histogram"",""values"":[2,0,0,2,3,1,0,10,6,14,15,27,26,50,67,76,84,117,172,217,270,370,480,596,751,956,1175,1258,1448,1502,1378,1350,1207,999,825,639,544,404,321,280,177,135,103,109,61,42,38,31,24,18,15,10,8,6,6,3,1,1,1,0,0,0,0,1],""bins"":[-0.004905696026980877,-0.004740948410471901,-0.004576200793962926,-0.00441145317745395,-0.004246705560944974,-0.004081957944435999,-0.003917210327927023,-0.0037524627114180475,-0.003587715094909072,-0.0034229674784000963,-0.0032582198618911207,-0.003093472245382145,-0.0029287246288731694,-0.002763977012364194,-0.002599229395855218,-0.0024344817793462425,-0.002269734162837267,-0.0021049865463282913,-0.0019402389298193157,-0.00177549131331034,-0.0016107436968013644,-0.0014459960802923888,-0.0012812484637834132,-0.0011165008472744375,-0.0009517532307654619,-0.0007870056142564863,-0.0006222579977475107,-0.00045751038123853505,-0.0002927627647295594,-0.0001280151482205838,0.00003673246828839183,0.00020148008479736745,0.0003662277013063431,0.0005309753178153187,0.0006957229343242943,0.00086047055083327,0.0010252181673422456,0.0011899657838512212,0.0013547134003601968,0.0015194610168691725,0.001684208633378148,0.0018489562498871237,0.0020137038663960993,0.002178451482905075,0.0023431990994140506,0.002507946715923026,0.002672694332432002,0.0028374419489409775,0.003002189565449953,0.0031669371819589287,0.0033316847984679043,0.00349643241497688,0.0036611800314858556,0.003825927647994831,0.003990675264503807,0.0041554228810127825,0.004320170497521758,0.004484918114030734,0.004649665730539709,0.004814413347048685,0.004979160963557661,0.005143908580066636,0.005308656196575612,0.0054734038130845875,0.005638151429593563]}"
"872","{""values"":[2,0,1,0,3,4,3,5,7,6,12,16,18,13,23,34,44,47,74,111,135,195,251,282,364,494,631,873,1030,1215,1312,1399,1467,1398,1240,1063,954,830,682,534,429,302,233,178,154,93,68,51,50,29,14,18,9,13,4,2,6,2,2,1,1,0,0,1],""_type"":""histogram"",""bins"":[-0.004623312037438154,-0.004481021722313017,-0.004338731407187879,-0.0041964410920627415,-0.004054150776937604,-0.003911860461812466,-0.003769570146687329,-0.0036272798315621912,-0.0034849895164370537,-0.003342699201311916,-0.0032004088861867785,-0.003058118571061641,-0.0029158282559365034,-0.002773537940811366,-0.0026312476256862283,-0.0024889573105610907,-0.002346666995435953,-0.0022043766803108156,-0.002062086365185678,-0.0019197960500605404,-0.0017775057349354029,-0.0016352154198102653,-0.0014929251046851277,-0.0013506347895599902,-0.0012083444744348526,-0.001066054159309715,-0.0009237638441845775,-0.0007814735290594399,-0.0006391832139343023,-0.0004968928988091648,-0.0003546025836840272,-0.00021231226855888963,-0.00007002195343375206,0.00007226836169138551,0.00021455867681652308,0.00035684899194166064,0.0004991393070667982,0.0006414296221919358,0.0007837199373170733,0.0009260102524422109,0.0010683005675673485,0.001210590882692486,0.0013528811978176236,0.0014951715129427612,0.0016374618280678988,0.0017797521431930363,0.0019220424583181739,0.0020643327734433115,0.002206623088568449,0.0023489134036935866,0.002491203718818724,0.0026334940339438617,0.0027757843490689993,0.002918074664194137,0.0030603649793192744,0.003202655294444412,0.0033449456095695496,0.003487235924694687,0.0036295262398198247,0.0037718165549449623,0.0039141068700701,0.004056397185195237,0.004198687500320375,0.0043409778154455125,0.00448326813057065]}"
"881","{""_type"":""histogram"",""values"":[1,0,2,1,7,7,7,6,8,20,16,24,33,54,66,61,92,122,178,213,256,329,391,467,639,713,932,1101,1319,1481,1526,1522,1311,1157,992,740,604,485,385,302,195,136,113,104,70,45,45,34,32,18,15,12,12,5,3,6,5,4,1,2,1,3,0,1],""bins"":[-0.0055025117471814156,-0.005321354990883265,-0.005140198234585114,-0.004959041478286963,-0.004777884721988812,-0.004596727965690661,-0.00441557120939251,-0.0042344144530943595,-0.004053257696796209,-0.0038721009404980578,-0.003690944184199907,-0.003509787427901756,-0.003328630671603605,-0.0031474739153054543,-0.0029663171590073034,-0.0027851604027091525,-0.0026040036464110017,-0.002422846890112851,-0.0022416901338147,-0.002060533377516549,-0.0018793766212183982,-0.0016982198649202473,-0.0015170631086220965,-0.0013359063523239456,-0.0011547495960257947,-0.0009735928397276439,-0.000792436083429493,-0.0006112793271313421,-0.0004301225708331913,-0.0002489658145350404,-0.00006780905823688954,0.00011334769806126133,0.0002945044543594122,0.00047566121065756306,0.0006568179669557139,0.0008379747232538648,0.0010191314795520157,0.0012002882358501665,0.0013814449921483174,0.0015626017484464683,0.0017437585047446191,0.00192491526104277,0.002106072017340921,0.0022872287736390717,0.0024683855299372226,0.0026495422862353735,0.0028306990425335243,0.003011855798831675,0.003193012555129826,0.003374169311427977,0.003555326067726128,0.0037364828240242787,0.0039176395803224295,0.00409879633662058,0.004279953092918731,0.004461109849216882,0.004642266605515033,0.004823423361813184,0.005004580118111335,0.005185736874409486,0.0053668936307076365,0.005548050387005787,0.005729207143303938,0.005910363899602089,0.00609152065590024]}"
