"Step","Conv-Residual-56Layers - gradients/layer3.0.conv1.weight"
"103","{""values"":[1,1,1,0,1,0,2,1,0,3,4,1,3,2,7,10,17,17,13,29,35,41,60,63,70,93,120,158,220,264,377,467,639,921,1278,1744,2480,2715,2113,1341,860,627,423,269,208,174,123,94,63,67,49,33,33,24,18,17,9,14,4,3,5,2,0,1],""_type"":""histogram"",""bins"":[-0.008135042153298855,-0.007915548187156674,-0.007696054221014492,-0.007476560254872311,-0.00725706628873013,-0.007037572322587948,-0.006818078356445767,-0.006598584390303586,-0.006379090424161404,-0.006159596458019223,-0.005940102491877042,-0.0057206085257348605,-0.005501114559592679,-0.005281620593450498,-0.0050621266273083165,-0.004842632661166135,-0.004623138695023954,-0.004403644728881773,-0.004184150762739591,-0.00396465679659741,-0.0037451628304552287,-0.0035256688643130474,-0.003306174898170866,-0.0030866809320286848,-0.0028671869658865035,-0.002647692999744322,-0.002428199033602141,-0.0022087050674599595,-0.0019892111013177782,-0.001769717135175597,-0.0015502231690334156,-0.0013307292028912343,-0.001111235236749053,-0.0008917412706068717,-0.0006722473044646904,-0.0004527533383225091,-0.00023325937218032777,-0.000013765406038146466,0.00020572856010403484,0.00042522252624621615,0.0006447164923883975,0.0008642104585305788,0.00108370442467276,0.0013031983908149414,0.0015226923569571227,0.001742186323099304,0.0019616802892414853,0.0021811742553836666,0.002400668221525848,0.0026201621876680292,0.0028396561538102105,0.003059150119952392,0.003278644086094573,0.0034981380522367544,0.0037176320183789358,0.003937125984521117,0.004156619950663298,0.00437611391680548,0.004595607882947661,0.004815101849089842,0.005034595815232024,0.005254089781374205,0.005473583747516386,0.0056930777136585675,0.005912571679800749]}"
"112","{""_type"":""histogram"",""values"":[1,0,0,3,2,3,2,1,7,0,8,11,24,23,29,37,70,75,87,122,190,245,319,393,563,858,1213,1668,2276,2736,2248,1572,1115,702,493,365,228,171,136,111,92,48,43,33,23,17,20,17,9,7,3,4,3,2,1,0,1,0,0,0,1,0,0,1],""bins"":[-0.00750438729301095,-0.007248620917380322,-0.0069928545417496935,-0.006737088166119065,-0.006481321790488437,-0.0062255554148578085,-0.00596978903922718,-0.005714022663596552,-0.0054582562879659235,-0.005202489912335295,-0.004946723536704667,-0.004690957161074039,-0.00443519078544341,-0.004179424409812782,-0.003923658034182154,-0.0036678916585515253,-0.003412125282920897,-0.0031563589072902687,-0.0029005925316596404,-0.002644826156029012,-0.0023890597803983837,-0.0021332934047677554,-0.001877527029137127,-0.0016217606535064988,-0.0013659942778758705,-0.0011102279022452421,-0.0008544615266146138,-0.0005986951509839855,-0.0003429287753533572,-0.00008716239972272888,0.00016860397590789944,0.00042437035153852776,0.0006801367271691561,0.0009359031027997844,0.0011916694784304127,0.001447435854061041,0.0017032022296916693,0.0019589686053222977,0.002214734980952926,0.0024705013565835543,0.0027262677322141826,0.002982034107844811,0.0032378004834754393,0.0034935668591060676,0.003749333234736696,0.004005099610367324,0.0042608659859979525,0.004516632361628581,0.004772398737259209,0.0050281651128898375,0.005283931488520466,0.005539697864151094,0.005795464239781722,0.006051230615412351,0.006306996991042979,0.006562763366673607,0.006818529742304236,0.007074296117934864,0.007330062493565492,0.007585828869196121,0.007841595244826749,0.008097361620457377,0.008353127996088006,0.008608894371718634,0.008864660747349262]}"
"122","{""_type"":""histogram"",""values"":[1,1,2,1,3,0,0,2,1,3,1,9,5,9,11,3,12,17,29,35,45,60,105,139,202,300,388,590,831,1296,2032,2836,2790,2071,1361,946,653,444,289,216,186,132,82,55,62,34,29,28,21,12,8,10,8,5,4,4,4,1,1,1,2,1,2,1],""bins"":[-0.008699096739292145,-0.008428941408055834,-0.008158786076819524,-0.007888630745583214,-0.0076184754143469036,-0.007348320083110593,-0.007078164751874283,-0.006808009420637973,-0.006537854089401662,-0.006267698758165352,-0.005997543426929042,-0.0057273880956927314,-0.005457232764456421,-0.005187077433220111,-0.0049169221019838005,-0.00464676677074749,-0.00437661143951118,-0.00410645610827487,-0.0038363007770385593,-0.003566145445802249,-0.0032959901145659387,-0.0030258347833296284,-0.002755679452093318,-0.002485524120857008,-0.0022153687896206975,-0.0019452134583843872,-0.001675058127148077,-0.0014049027959117666,-0.0011347474646754563,-0.000864592133439146,-0.0005944368022028357,-0.0003242814709665254,-0.00005412613973021507,0.00021602919150609523,0.00048618452274240553,0.0007563398539787158,0.0010264951852150261,0.0012966505164513364,0.0015668058476876467,0.001836961178923957,0.0021071165101602674,0.0023772718413965777,0.002647427172632888,0.0029175825038691983,0.0031877378351055086,0.003457893166341819,0.003728048497578129,0.0039982038288144395,0.00426835916005075,0.00453851449128706,0.00480866982252337,0.005078825153759681,0.005348980484995991,0.005619135816232301,0.005889291147468612,0.006159446478704922,0.006429601809941232,0.0066997571411775425,0.006969912472413853,0.007240067803650163,0.007510223134886473,0.007780378466122784,0.008050533797359094,0.008320689128595404,0.008590844459831715]}"
"131","{""_type"":""histogram"",""values"":[2,0,2,0,1,2,3,0,5,7,4,3,12,9,19,16,23,27,68,71,81,129,167,240,316,400,619,873,1177,1690,2050,2310,2102,1632,1145,836,603,429,356,237,194,142,114,76,60,28,19,32,22,15,7,13,5,9,5,6,7,1,3,3,3,1,0,1],""bins"":[-0.007304267957806587,-0.0070719457435188815,-0.006839623529231176,-0.00660730131494347,-0.006374979100655764,-0.006142656886368059,-0.005910334672080353,-0.005678012457792647,-0.0054456902435049415,-0.005213368029217236,-0.00498104581492953,-0.004748723600641824,-0.004516401386354119,-0.004284079172066413,-0.004051756957778707,-0.0038194347434910014,-0.0035871125292032957,-0.00335479031491559,-0.0031224681006278843,-0.0028901458863401785,-0.002657823672052473,-0.002425501457764767,-0.0021931792434770614,-0.0019608570291893557,-0.00172853481490165,-0.0014962126006139442,-0.0012638903863262385,-0.0010315681720385328,-0.0007992459577508271,-0.0005669237434631214,-0.00033460152917541564,-0.00010227931488770992,0.0001300428993999958,0.0003623651136877015,0.0005946873279754072,0.000827009542263113,0.0010593317565508187,0.0012916539708385244,0.0015239761851262301,0.0017562983994139358,0.0019886206137016416,0.0022209428279893473,0.002453265042277053,0.0026855872565647587,0.0029179094708524644,0.00315023168514017,0.003382553899427876,0.0036148761137155816,0.0038471983280032873,0.004079520542290993,0.004311842756578699,0.0045441649708664045,0.00477648718515411,0.005008809399441816,0.005241131613729522,0.005473453828017227,0.005705776042304933,0.005938098256592639,0.0061704204708803445,0.00640274268516805,0.006635064899455756,0.006867387113743462,0.007099709328031167,0.007332031542318873,0.007564353756606579]}"
"141","{""_type"":""histogram"",""values"":[2,0,1,2,2,6,3,2,8,5,16,13,16,10,29,24,45,62,86,102,133,169,228,313,388,551,702,922,1334,1652,2100,2097,1755,1329,985,760,619,436,365,280,238,157,122,103,76,35,41,20,26,14,9,12,6,3,2,2,3,0,4,2,3,1,0,1],""bins"":[-0.00765003077685833,-0.007404655960272066,-0.007159281143685803,-0.006913906327099539,-0.006668531510513276,-0.006423156693927012,-0.006177781877340749,-0.005932407060754485,-0.005687032244168222,-0.0054416574275819585,-0.005196282610995695,-0.0049509077944094315,-0.004705532977823168,-0.0044601581612369046,-0.004214783344650641,-0.003969408528064378,-0.003724033711478114,-0.0034786588948918507,-0.003233284078305587,-0.0029879092617193237,-0.0027425344451330602,-0.0024971596285467967,-0.0022517848119605333,-0.00200640999537427,-0.0017610351787880063,-0.0015156603622017428,-0.0012702855456154794,-0.0010249107290292159,-0.0007795359124429524,-0.0005341610958566889,-0.00028878627927042544,-0.00004341146268416196,0.00020196335390210152,0.000447338170488365,0.0006927129870746285,0.000938087803660892,0.0011834626202471554,0.001428837436833419,0.0016742122534196824,0.0019195870700059459,0.0021649618865922093,0.002410336703178473,0.0026557115197647363,0.0029010863363509998,0.0031464611529372633,0.0033918359695235267,0.00363721078610979,0.0038825856026960537,0.004127960419282317,0.004373335235868581,0.004618710052454844,0.004864084869041108,0.005109459685627371,0.0053548345022136346,0.005600209318799898,0.0058455841353861615,0.006090958951972425,0.0063363337685586885,0.006581708585144952,0.006827083401731215,0.007072458218317479,0.007317833034903742,0.007563207851490006,0.007808582668076269,0.008053957484662533]}"
"150","{""_type"":""histogram"",""values"":[1,0,0,2,3,7,1,2,3,7,3,9,9,9,15,25,23,27,30,51,54,78,92,128,167,249,329,476,613,1037,1429,1915,2424,2224,1853,1356,969,743,574,369,274,200,159,124,84,73,47,38,28,19,14,15,8,9,9,10,5,2,0,4,3,0,0,1],""bins"":[-0.010109798982739449,-0.009802896980545484,-0.009495994978351519,-0.009189092976157553,-0.008882190973963588,-0.008575288971769623,-0.008268386969575658,-0.007961484967381693,-0.007654582965187728,-0.007347680962993763,-0.007040778960799798,-0.006733876958605833,-0.006426974956411868,-0.006120072954217903,-0.005813170952023938,-0.005506268949829973,-0.005199366947636008,-0.004892464945442043,-0.004585562943248078,-0.004278660941054113,-0.003971758938860148,-0.003664856936666183,-0.003357954934472218,-0.003051052932278253,-0.002744150930084288,-0.002437248927890323,-0.002130346925696358,-0.001823444923502393,-0.001516542921308428,-0.001209640919114463,-0.000902738916920498,-0.000595836914726533,-0.000288934912532568,0.00001796708966139704,0.00032486909185536206,0.0006317710940493271,0.0009386730962432921,0.0012455750984372571,0.0015524771006312221,0.0018593791028251871,0.002166281105019152,0.002473183107213117,0.002780085109407082,0.0030869871116010472,0.0033938891137950122,0.0037007911159889773,0.004007693118182942,0.004314595120376907,0.004621497122570872,0.004928399124764837,0.005235301126958802,0.005542203129152767,0.005849105131346732,0.006156007133540697,0.006462909135734662,0.006769811137928627,0.0070767131401225924,0.0073836151423165575,0.0076905171445105225,0.007997419146704488,0.008304321148898453,0.008611223151092418,0.008918125153286383,0.009225027155480348,0.009531929157674313]}"
"159","{""_type"":""histogram"",""values"":[1,0,0,2,0,0,1,1,3,4,2,6,11,16,14,28,44,43,76,82,115,139,205,239,325,425,505,744,958,1223,1461,1767,1946,1738,1483,1140,899,656,510,374,274,224,166,127,104,71,69,48,30,24,27,19,15,12,11,8,4,4,1,4,1,0,0,3],""bins"":[-0.006607593968510628,-0.0064047663399833255,-0.006201938711456023,-0.005999111082928721,-0.005796283454401419,-0.005593455825874116,-0.005390628197346814,-0.005187800568819512,-0.004984972940292209,-0.004782145311764907,-0.004579317683237605,-0.0043764900547103025,-0.004173662426183,-0.003970834797655698,-0.0037680071691283956,-0.0035651795406010933,-0.003362351912073791,-0.0031595242835464887,-0.0029566966550191864,-0.002753869026491884,-0.002551041397964582,-0.0023482137694372796,-0.0021453861409099773,-0.001942558512382675,-0.0017397308838553727,-0.0015369032553280704,-0.001334075626800768,-0.0011312479982734658,-0.0009284203697461635,-0.0007255927412188612,-0.0005227651126915589,-0.0003199374841642566,-0.00011710985563695431,0.00008571777289034799,0.0002885454014176503,0.0004913730299449526,0.0006942006584722549,0.0008970282869995572,0.0010998559155268595,0.0013026835440541618,0.001505511172581464,0.0017083388011087663,0.0019111664296360686,0.002113994058163371,0.0023168216866906732,0.0025196493152179755,0.002722476943745278,0.00292530457227258,0.0031281322007998824,0.0033309598293271847,0.003533787457854487,0.0037366150863817893,0.003939442714909092,0.004142270343436394,0.004345097971963696,0.0045479256004909985,0.004750753229018301,0.004953580857545603,0.005156408486072905,0.005359236114600208,0.00556206374312751,0.005764891371654812,0.0059677190001821145,0.006170546628709417,0.006373374257236719]}"
"169","{""values"":[2,0,2,0,1,0,3,1,0,5,1,8,9,6,13,30,19,39,28,46,70,72,105,116,143,203,272,358,464,597,835,1057,1372,1731,1845,1863,1634,1289,1005,761,537,419,341,278,194,140,113,108,71,54,43,31,12,14,16,17,14,10,4,5,3,1,1,1],""_type"":""histogram"",""bins"":[-0.008412434719502926,-0.00817139806895284,-0.007930361418402754,-0.007689324767852668,-0.007448288117302582,-0.007207251466752496,-0.0069662148162024096,-0.0067251781656523235,-0.0064841415151022375,-0.006243104864552151,-0.006002068214002065,-0.005761031563451979,-0.005519994912901893,-0.005278958262351807,-0.005037921611801721,-0.004796884961251635,-0.004555848310701549,-0.004314811660151463,-0.004073775009601377,-0.003832738359051291,-0.003591701708501205,-0.003350665057951119,-0.0031096284074010327,-0.0028685917568509467,-0.0026275551063008606,-0.0023865184557507746,-0.0021454818052006885,-0.0019044451546506025,-0.0016634085041005164,-0.0014223718535504304,-0.0011813352030003443,-0.0009402985524502583,-0.0006992619019001722,-0.0004582252513500862,-0.00021718860080000013,0.00002384804975008592,0.00026488470030017197,0.000505921350850258,0.0007469580014003441,0.0009879946519504301,0.0012290313025005162,0.0014700679530506022,0.0017111046036006883,0.0019521412541507743,0.0021931779047008604,0.0024342145552509464,0.0026752512058010325,0.0029162878563511185,0.0031573245069012046,0.0033983611574512906,0.0036393978080013767,0.0038804344585514627,0.004121471109101549,0.004362507759651635,0.004603544410201721,0.004844581060751807,0.005085617711301893,0.005326654361851979,0.005567691012402065,0.005808727662952151,0.006049764313502237,0.006290800964052323,0.006531837614602409,0.006772874265152495,0.007013910915702581]}"
"178","{""values"":[1,1,0,2,3,0,4,1,8,10,13,9,16,23,27,35,61,81,123,156,218,321,469,625,835,1121,1588,2029,2204,2054,1551,1235,967,681,493,330,278,201,149,114,96,66,39,39,39,25,22,21,10,8,8,3,5,2,2,5,2,0,1,0,0,1,0,1],""_type"":""histogram"",""bins"":[-0.008603816851973534,-0.008301146241137758,-0.007998475630301982,-0.007695805019466206,-0.007393134408630431,-0.007090463797794655,-0.006787793186958879,-0.0064851225761231035,-0.006182451965287328,-0.005879781354451552,-0.005577110743615776,-0.005274440132780001,-0.004971769521944225,-0.004669098911108449,-0.004366428300272673,-0.004063757689436898,-0.003761087078601122,-0.003458416467765346,-0.0031557458569295704,-0.0028530752460937947,-0.002550404635258019,-0.0022477340244222432,-0.0019450634135864675,-0.0016423928027506918,-0.001339722191914916,-0.0010370515810791403,-0.0007343809702433646,-0.00043171035940758884,-0.0001290397485718131,0.00017363086226396263,0.00047630147309973836,0.0007789720839355141,0.0010816426947712898,0.0013843133056070656,0.0016869839164428413,0.001989654527278617,0.0022923251381143928,0.0025949957489501685,0.0028976663597859442,0.00320033697062172,0.0035030075814574957,0.0038056781922932714,0.004108348803129047,0.004411019413964823,0.004713690024800599,0.005016360635636374,0.00531903124647215,0.005621701857307926,0.0059243724681437016,0.006227043078979477,0.006529713689815253,0.006832384300651029,0.0071350549114868045,0.00743772552232258,0.007740396133158356,0.008043066743994132,0.008345737354829907,0.008648407965665683,0.008951078576501459,0.009253749187337235,0.00955641979817301,0.009859090409008786,0.010161761019844562,0.010464431630680338,0.010767102241516113]}"
"187","{""values"":[1,0,0,3,0,1,1,2,1,3,11,6,6,7,8,11,14,19,26,30,30,38,62,98,142,182,257,350,402,610,759,1026,1434,1821,2075,2048,1657,1319,1016,753,568,422,307,232,170,119,90,67,57,38,39,28,20,15,5,7,3,7,4,2,1,1,0,1],""_type"":""histogram"",""bins"":[-0.008612038567662239,-0.008365887864783872,-0.008119737161905505,-0.007873586459027138,-0.0076274357561487705,-0.007381285053270403,-0.007135134350392036,-0.006888983647513669,-0.006642832944635302,-0.006396682241756935,-0.0061505315388785675,-0.0059043808360002,-0.005658230133121833,-0.005412079430243466,-0.005165928727365099,-0.004919778024486732,-0.004673627321608365,-0.004427476618729997,-0.00418132591585163,-0.003935175212973263,-0.003689024510094896,-0.003442873807216529,-0.0031967231043381616,-0.0029505724014597945,-0.0027044216985814273,-0.00245827099570306,-0.002212120292824693,-0.001965969589946326,-0.0017198188870679587,-0.0014736681841895916,-0.0012275174813112244,-0.0009813667784328572,-0.0007352160755544901,-0.0004890653726761229,-0.00024291466979775578,0.000003236033080611378,0.00024938673595897853,0.0004955374388373457,0.0007416881417157128,0.00098783884459408,0.0012339895474724472,0.0014801402503508143,0.0017262909532291815,0.0019724416561075486,0.0022185923589859158,0.002464743061864283,0.00271089376474265,0.0029570444676210172,0.0032031951704993844,0.0034493458733777516,0.0036954965762561187,0.003941647279134486,0.004187797982012853,0.00443394868489122,0.004680099387769587,0.0049262500906479545,0.005172400793526322,0.005418551496404689,0.005664702199283056,0.005910852902161423,0.00615700360503979,0.006403154307918157,0.006649305010796525,0.006895455713674892,0.007141606416553259]}"
"196","{""values"":[1,2,4,7,7,10,11,11,18,28,25,38,59,57,72,99,154,168,199,279,337,458,595,733,1030,1155,1491,1574,1701,1490,1283,1077,873,722,641,393,315,263,210,161,139,133,109,71,43,36,38,25,17,11,25,9,9,4,5,2,0,1,1,2,0,0,0,1],""_type"":""histogram"",""bins"":[-0.005075153894722462,-0.0048955165257211775,-0.004715879156719893,-0.004536241787718609,-0.004356604418717325,-0.0041769670497160405,-0.003997329680714756,-0.003817692311713472,-0.0036380549427121878,-0.0034584175737109035,-0.0032787802047096193,-0.003099142835708335,-0.002919505466707051,-0.0027398680977057666,-0.0025602307287044823,-0.002380593359703198,-0.002200955990701914,-0.0020213186217006296,-0.0018416812526993454,-0.0016620438836980611,-0.0014824065146967769,-0.0013027691456954926,-0.0011231317766942084,-0.0009434944076929241,-0.0007638570386916399,-0.0005842196696903557,-0.0004045823006890714,-0.00022494493168778718,-0.000045307562686502934,0.0001343298063147813,0.00031396717531606555,0.0004936045443173498,0.000673241913318634,0.0008528792823199183,0.0010325166513212025,0.0012121540203224868,0.001391791389323771,0.0015714287583250552,0.0017510661273263395,0.0019307034963276237,0.002110340865328908,0.002289978234330192,0.0024696156033314764,0.0026492529723327607,0.002828890341334045,0.003008527710335329,0.0031881650793366134,0.0033678024483378977,0.003547439817339182,0.003727077186340466,0.00390671455534175,0.004086351924343035,0.004265989293344319,0.004445626662345603,0.004625264031346887,0.004804901400348172,0.004984538769349456,0.00516417613835074,0.005343813507352024,0.0055234508763533086,0.005703088245354593,0.005882725614355877,0.006062362983357161,0.0062420003523584455,0.00642163772135973]}"
"206","{""_type"":""histogram"",""values"":[1,0,0,0,0,1,2,1,4,2,3,1,3,6,11,8,7,14,30,33,42,58,84,117,169,232,310,373,528,730,1047,1423,1749,2046,2139,1787,1495,1115,820,595,433,296,212,129,118,76,52,27,29,19,20,9,10,7,4,3,0,0,1,0,0,0,0,1],""bins"":[-0.008234485052525997,-0.007994024941581301,-0.007753564830636606,-0.00751310471969191,-0.007272644608747214,-0.007032184497802518,-0.0067917243868578225,-0.006551264275913127,-0.006310804164968431,-0.006070344054023735,-0.0058298839430790395,-0.005589423832134344,-0.005348963721189648,-0.005108503610244952,-0.004868043499300256,-0.004627583388355561,-0.004387123277410865,-0.004146663166466169,-0.0039062030555214733,-0.0036657429445767775,-0.0034252828336320817,-0.003184822722687386,-0.00294436261174269,-0.0027039025007979944,-0.0024634423898532987,-0.002222982278908603,-0.001982522167963907,-0.0017420620570192114,-0.0015016019460745156,-0.0012611418351298198,-0.001020681724185124,-0.0007802216132404283,-0.0005397615022957325,-0.00029930139135103673,-0.00005884128040634096,0.00018161883053835481,0.0004220789414830506,0.0006625390524277464,0.0009029991633724421,0.001143459274317138,0.0013839193852618337,0.0016243794962065294,0.0018648396071512252,0.002105299718095921,0.0023457598290406168,0.0025862199399853125,0.0028266800509300083,0.003067140161874704,0.0033076002728194,0.0035480603837640956,0.0037885204947087914,0.004028980605653487,0.004269440716598183,0.004509900827542879,0.0047503609384875745,0.00499082104943227,0.005231281160376966,0.005471741271321662,0.0057122013822663575,0.005952661493211053,0.006193121604155749,0.006433581715100445,0.006674041826045141,0.006914501936989836,0.007154962047934532]}"
"215","{""_type"":""histogram"",""values"":[2,3,2,8,7,18,16,16,39,40,52,89,103,145,235,314,386,600,819,1067,1465,1817,2027,2072,1770,1397,1054,720,569,388,335,217,179,114,93,72,49,39,30,17,15,7,5,5,3,4,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1],""bins"":[-0.005518102552741766,-0.005277139607642312,-0.005036176662542857,-0.004795213717443403,-0.0045542507723439485,-0.004313287827244494,-0.00407232488214504,-0.0038313619370455854,-0.003590398991946131,-0.0033494360468466766,-0.0031084731017472222,-0.002867510156647768,-0.0026265472115483135,-0.002385584266448859,-0.0021446213213494048,-0.0019036583762499504,-0.001662695431150496,-0.0014217324860510416,-0.0011807695409515873,-0.0009398065958521329,-0.0006988436507526785,-0.00045788070565322414,-0.00021691776055376977,0.000024045184545684606,0.000265008129645139,0.0005059710747445934,0.0007469340198440477,0.000987896964943502,0.0012288599100429565,0.0014698228551424108,0.0017107858002418652,0.0019517487453413196,0.002192711690440774,0.0024336746355402283,0.0026746375806396827,0.002915600525739137,0.0031565634708385915,0.003397526415938046,0.0036384893610375,0.0038794523061369546,0.004120415251236409,0.004361378196335863,0.004602341141435318,0.004843304086534772,0.0050842670316342264,0.005325229976733681,0.005566192921833135,0.0058071558669325896,0.006048118812032044,0.006289081757131498,0.006530044702230953,0.006771007647330407,0.007011970592429861,0.007252933537529316,0.00749389648262877,0.0077348594277282245,0.007975822372827679,0.008216785317927133,0.008457748263026588,0.008698711208126042,0.008939674153225496,0.00918063709832495,0.009421600043424405,0.00966256298852386,0.009903525933623314]}"
"225","{""values"":[1,0,0,0,1,0,2,3,4,3,3,6,14,24,21,31,39,59,58,98,110,165,213,244,324,380,573,708,837,1060,1233,1435,1650,1646,1452,1251,1015,826,675,544,401,302,263,187,120,104,90,67,41,37,32,23,11,11,12,8,2,5,1,1,1,2,2,1],""_type"":""histogram"",""bins"":[-0.007629564497619867,-0.007397901972581167,-0.007166239447542466,-0.006934576922503766,-0.006702914397465065,-0.006471251872426365,-0.006239589347387664,-0.0060079268223489635,-0.005776264297310263,-0.005544601772271562,-0.005312939247232862,-0.005081276722194161,-0.004849614197155461,-0.00461795167211676,-0.00438628914707806,-0.004154626622039359,-0.0039229640970006585,-0.003691301571961958,-0.0034596390469232574,-0.003227976521884557,-0.0029963139968458563,-0.0027646514718071558,-0.002532988946768455,-0.0023013264217297547,-0.002069663896691054,-0.0018380013716523536,-0.001606338846613653,-0.0013746763215749525,-0.001143013796536252,-0.0009113512714975514,-0.0006796887464588508,-0.00044802622142015025,-0.0002163636963814497,0.00001529882865725085,0.0002469613536959514,0.00047862387873465195,0.0007102864037733525,0.0009419489288120531,0.0011736114538507536,0.0014052739788894542,0.0016369365039281547,0.0018685990289668553,0.002100261554005556,0.0023319240790442564,0.002563586604082957,0.0027952491291216575,0.003026911654160358,0.0032585741791990586,0.003490236704237759,0.0037218992292764597,0.00395356175431516,0.004185224279353861,0.004416886804392561,0.004648549329431262,0.004880211854469962,0.005111874379508663,0.0053435369045473635,0.005575199429586064,0.005806861954624765,0.006038524479663465,0.006270187004702166,0.006501849529740866,0.006733512054779567,0.006965174579818267,0.007196837104856968]}"
"235","{""_type"":""histogram"",""values"":[1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,2,0,4,0,1,5,0,9,12,11,26,31,47,65,67,109,148,220,302,426,633,912,1343,1888,2384,2404,2079,1591,1201,784,562,373,295,168,108,78,50,33,13,12,6,7,3,5,4,1,1,1],""bins"":[-0.013297897763550282,-0.012975362449651584,-0.012652827135752887,-0.012330291821854189,-0.012007756507955492,-0.011685221194056794,-0.011362685880158097,-0.011040150566259399,-0.010717615252360702,-0.010395079938462004,-0.010072544624563307,-0.009750009310664609,-0.009427473996765912,-0.009104938682867214,-0.008782403368968517,-0.008459868055069819,-0.008137332741171122,-0.007814797427272424,-0.007492262113373727,-0.007169726799475029,-0.006847191485576332,-0.006524656171677634,-0.006202120857778937,-0.005879585543880239,-0.005557050229981542,-0.005234514916082844,-0.004911979602184147,-0.004589444288285449,-0.004266908974386752,-0.003944373660488054,-0.0036218383465893567,-0.003299303032690659,-0.0029767677187919617,-0.002654232404893264,-0.0023316970909945667,-0.002009161777095869,-0.0016866264631971717,-0.0013640911492984742,-0.0010415558353997767,-0.0007190205215010792,-0.0003964852076023817,-0.00007394989370368421,0.0002485854201950133,0.0005711207340937108,0.0008936560479924083,0.0012161913618911058,0.0015387266757898033,0.0018612619896885008,0.0021837973035871983,0.0025063326174858958,0.0028288679313845932,0.0031514032452832907,0.0034739385591819882,0.0037964738730806857,0.004119009186979383,0.004441544500878081,0.004764079814776778,0.005086615128675476,0.005409150442574173,0.005731685756472871,0.006054221070371568,0.006376756384270266,0.006699291698168963,0.007021827012067661,0.007344362325966358]}"
"244","{""_type"":""histogram"",""values"":[1,1,0,0,2,4,2,3,2,1,3,11,14,15,10,26,35,43,67,69,92,138,182,205,271,342,440,598,733,982,1174,1448,1669,1674,1621,1439,1120,928,690,547,426,310,232,207,138,125,85,87,50,39,40,20,22,13,11,3,6,3,4,3,0,2,3,1],""bins"":[-0.006350457668304443,-0.006158848693303298,-0.005967239718302153,-0.005775630743301008,-0.005584021768299863,-0.005392412793298718,-0.0052008038182975724,-0.005009194843296427,-0.004817585868295282,-0.004625976893294137,-0.004434367918292992,-0.004242758943291847,-0.0040511499682907015,-0.0038595409932895564,-0.003667932018288411,-0.003476323043287266,-0.003284714068286121,-0.0030931050932849757,-0.0029014961182838306,-0.0027098871432826854,-0.0025182781682815403,-0.002326669193280395,-0.00213506021827925,-0.0019434512432781048,-0.0017518422682769597,-0.0015602332932758145,-0.0013686243182746693,-0.0011770153432735242,-0.000985406368272379,-0.0007937973932712339,-0.0006021884182700887,-0.0004105794432689436,-0.00021897046826779842,-0.00002736149326665327,0.00016424748173449188,0.00035585645673563704,0.0005474654317367822,0.0007390744067379273,0.0009306833817390725,0.0011222923567402177,0.0013139013317413628,0.001505510306742508,0.0016971192817436531,0.0018887282567447983,0.0020803372317459434,0.0022719462067470886,0.0024635551817482337,0.002655164156749379,0.002846773131750524,0.003038382106751669,0.0032299910817528144,0.0034216000567539595,0.0036132090317551047,0.00380481800675625,0.003996426981757395,0.00418803595675854,0.004379644931759685,0.00457125390676083,0.004762862881761976,0.004954471856763121,0.005146080831764266,0.005337689806765411,0.005529298781766556,0.005720907756767701,0.0059125167317688465]}"
"253","{""values"":[2,1,3,5,6,5,10,15,13,13,37,41,61,81,120,126,172,251,325,412,549,746,984,1225,1458,1763,1678,1653,1456,1149,996,748,542,443,354,258,164,142,89,65,61,43,25,21,28,24,10,10,10,9,6,3,7,5,4,0,0,2,0,0,0,2,0,1],""_type"":""histogram"",""bins"":[-0.0056806765496730804,-0.005464881731313653,-0.005249086912954226,-0.005033292094594799,-0.004817497276235372,-0.004601702457875945,-0.0043859076395165175,-0.00417011282115709,-0.003954318002797663,-0.003738523184438236,-0.003522728366078809,-0.0033069335477193817,-0.0030911387293599546,-0.0028753439110005274,-0.0026595490926411003,-0.002443754274281673,-0.002227959455922246,-0.002012164637562819,-0.0017963698192033917,-0.0015805750008439645,-0.0013647801824845374,-0.0011489853641251102,-0.0009331905457656831,-0.0007173957274062559,-0.0005016009090468287,-0.0002858060906874016,-0.00007001127232797444,0.00014578354603145272,0.00036157836439087987,0.000577373182750307,0.0007931680011097342,0.0010089628194691613,0.0012247576378285885,0.0014405524561880156,0.0016563472745474428,0.00187214209290687,0.002087936911266297,0.0023037317296257243,0.0025195265479851514,0.0027353213663445786,0.0029511161847040057,0.003166911003063433,0.00338270582142286,0.003598500639782287,0.0038142954581417143,0.0040300902765011415,0.004245885094860569,0.004461679913219996,0.004677474731579423,0.00489326954993885,0.005109064368298277,0.005324859186657704,0.005540654005017132,0.005756448823376559,0.005972243641735986,0.006188038460095413,0.00640383327845484,0.006619628096814267,0.0068354229151736945,0.007051217733533122,0.007267012551892549,0.007482807370251976,0.007698602188611403,0.00791439700697083,0.008130191825330257]}"
